"中里町",35.705958,139.731867,xn775sjdk2
"矢来町",35.702518,139.732339,xn775emypr
"山吹町",35.707939,139.729794,xn775skju4
"若松町",35.700183,139.717368,xn775750ds
"早稲田町",35.706063,139.722353,xn775kndyu
"早稲田鶴巻町",35.708002,139.724433,xn775s2npq
"戸山一丁目",35.703747,139.718015,xn7757et3s
"馬場下町",35.706118,139.719654,xn775khepy
"喜久井町",35.703728,139.722061,xn7757wmrc
"弁天町",35.7032,139.726729,xn775e9fhy
"戸塚町一丁目",35.709843,139.722149,xn775ky8fj
"大久保二丁目",35.702675,139.705706,xn77556x4v
"戸山三丁目",35.706289,139.712518,xn775hps1w
"西早稲田二丁目",35.708898,139.713041,xn775hxgmv
"西早稲田三丁目",35.712085,139.713796,xn775m0mzr
"西早稲田一丁目",35.709821,139.719032,xn775ku2c3
"高田馬場一丁目",35.710978,139.706426,xn775hgpe8
"歌舞伎町一丁目",35.695393,139.701297,xn774fpksp
"百人町一丁目",35.699919,139.699238,xn774fvzh5
"百人町二丁目",35.702991,139.698729,xn774gt8br
"大久保三丁目",35.706817,139.70517,xn775h4pq3
"北新宿四丁目",35.706768,139.691302,xn774u0ngr
"中落合四丁目",35.71887,139.683508,xn774w6mmx
"高田馬場三丁目",35.713475,139.697204,xn774vkqhf
"南榎町",35.702102,139.728968,xn775e7ebf
"榎町",35.705152,139.727718,xn775eftef
"高田馬場二丁目",35.712982,139.707511,xn775j7ghy
"上落合一丁目",35.713484,139.692431,xn774v2yje
"下落合一丁目",35.715741,139.699591,xn774vy5k2
"西新宿七丁目",35.695578,139.697241,xn774fhmvd
"北新宿一丁目",35.699484,139.693877,xn774fcux6
"中落合二丁目",35.719492,139.692223,xn774y8c0e
"上落合三丁目",35.712522,139.68372,xn774t68d8
"上落合二丁目",35.713504,139.688107,xn774tmy0z
"中井二丁目",35.716427,139.683826,xn774tfxm0
"中落合一丁目",35.717139,139.69024,xn774wp76t
"下落合二丁目",35.718128,139.702509,xn775n230m
"下落合四丁目",35.719392,139.696567,xn774yebtc
"下落合三丁目",35.721176,139.701739,xn774yzdym
"中落合三丁目",35.720805,139.688752,xn774wy0zb
"西落合二丁目",35.720912,139.676389,xn774qv1ru
"西落合一丁目",35.721082,139.681274,xn774wbf3s
"西落合四丁目",35.726893,139.678379,xn774rysnp
"西落合三丁目",35.724182,139.678924,xn774rrh6y
"荒木町",35.690421,139.723123,xn7753prb8
"片町",35.692289,139.724476,xn7759868k
"市谷本村町",35.692544,139.729326,xn7759eu1k
"四谷坂町",35.690599,139.727178,xn775960z1
"四谷三栄町",35.688757,139.725668,xn7758cnh4
"四谷本塩町",35.689053,139.729776,xn7758upgc
"四谷一丁目",35.685906,139.728799,xn77587mmp
"若葉一丁目",35.684268,139.726541,xn77581gbm
"霞ヶ丘町",35.677073,139.716292,xn76gqf618
